ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price,Latitude,Longitude
195,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,146,Yes,Exterior,Floor 1,1430000,41.3948,2.1693
196,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,169,Yes,Exterior,Floor 6,1650000,41.3948,2.1693
197,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,2,82,Yes,Exterior,Floor 3,379000,41.3833,2.15
198,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,4,84,Yes,Exterior,Floor 4,320000,41.4037,2.1735
199,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,74,No,Exterior,Floor 2,315000,41.3845,2.1815
200,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,75,Yes,Exterior,Floor 2,540000,41.386,2.157
201,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,4,136,Yes,Exterior,Floor 4,820000,41.3788,2.1629
202,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,4,130,Yes,Exterior,Floor 1,720000,41.4072,2.145
203,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,3,126,Yes,Exterior,Floor 1,790000,41.3986,2.1253
204,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,93,Yes,Exterior,Floor 8,405000,41.3833,2.15
205,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,House,5,311,No,Exterior,Multiple,990000,41.4072,2.145
206,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,3,90,Yes,Interior,Ground Floor,330000,41.4036,2.1996
207,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,93,Yes,Exterior,Floor 8,415000,41.3835,2.1487
208,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,4,91,Yes,Exterior,Floor 5,260000,41.4078,2.204
209,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,4,86,Yes,Exterior,Floor 1,320000,41.3833,2.15
210,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,4,81,Yes,Exterior,Floor 6,270000,41.424,2.203
211,Barcelona,Ciutat Vella,El Raval,Good Condition,Penthouse,2,63,Yes,Exterior,Floor 5,349000,41.3809,2.169
212,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,104,Yes,Exterior,Floor 2,660000,41.3913,2.1397
213,Barcelona,Les Corts,Pedralbes,Good Condition,House,9,605,No,Exterior,Multiple,4500000,41.3903,2.1078
214,Barcelona,Les Corts,Pedralbes,Good Condition,House,7,900,No,Exterior,Multiple,10000000,41.3903,2.1078
215,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,House,2,224,No,Exterior,Multiple,2750000,41.394,2.13
216,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,House,3,134,No,Exterior,Multiple,780000,41.4063,2.165
217,Barcelona,Horta-Guinardó,La Teixonera,Good Condition,House,3,79,No,Exterior,Multiple,199520,41.422,2.151
218,Barcelona,Les Corts,Pedralbes,Good Condition,House,5,340,No,Exterior,Multiple,2060000,41.3903,2.1078
219,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,House,5,248,No,Exterior,Multiple,1950000,41.4072,2.145
220,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,House,6,474,No,Exterior,Multiple,2350000,41.3978,2.1353
221,Barcelona,Nou Barris,La Trinitat Nova,Good Condition,Flat,3,104,No,Exterior,Floor 3,176000,41.443,2.177
222,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,3,78,Yes,Exterior,Floor 2,499000,41.3985,2.1802
223,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,3,97,Yes,Exterior,Floor 5,339000,41.4063,2.165
224,Barcelona,Les Corts,Pedralbes,Good Condition,House,4,185,No,Exterior,Multiple,860000,41.3903,2.1078
225,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,4,107,Yes,Exterior,Floor 4,460000,41.4072,2.145
226,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,2,65,Yes,Exterior,Floor 2,245000,41.4032,2.1569
227,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,4,101,Yes,Exterior,Floor 3,437000,41.3782,2.1211
228,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,1,56,Yes,Interior,Floor 4,169000,41.4195,2.1686
229,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,2,70,Yes,Exterior,Floor 1,385000,41.4072,2.145
230,Barcelona,Sant Martí,El Clot,Good Condition,Penthouse,3,99,Yes,Exterior,Floor 9,430000,41.40995,2.19082
231,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,3,125,Yes,Exterior,Floor 1,590000,41.3978,2.1353
232,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,1,77,Yes,Exterior,Mezzanine,350000,41.3985,2.1802
233,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,120,Yes,Exterior,Floor 2,1200000,41.3913,2.1397
234,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,117,Yes,Exterior,Floor 2,540000,41.3809,2.169
235,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,5,242,Yes,Exterior,Floor 5,980000,41.3978,2.1353
236,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,180,Yes,Exterior,Floor 4,860000,41.3913,2.1397
237,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Penthouse,3,151,Yes,Exterior,Floor 7,690000,41.3978,2.1353
238,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Penthouse,2,151,Yes,Exterior,Floor 7,690000,41.4072,2.145
239,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,100,Yes,Exterior,Floor 4,640000,41.3948,2.1693
240,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,95,Yes,Exterior,Floor 6,790000,41.3948,2.1693
241,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,3,145,No,Exterior,Floor 2,560000,41.38339,2.17691
242,Barcelona,Gràcia,Vallcarca I Els Penitents,Good Condition,Penthouse,2,108,Yes,Exterior,Floor 3,530000,41.407,2.141
243,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,82,Yes,Exterior,Floor 4,862000,41.384,2.134
244,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,98,Yes,Exterior,Floor 2,595000,41.384,2.134
245,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,125,Yes,Interior,Mezzanine,890000,41.3948,2.1693
246,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,67,Yes,Exterior,Floor 2,365000,41.384,2.134
247,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Penthouse,4,118,Yes,Exterior,Floor 8,650000,41.3835,2.1487
248,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,4,140,Yes,Exterior,Mezzanine,795000,41.3845,2.1815
249,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,85,Yes,Exterior,Floor 2,420000,41.386,2.157
250,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,5,200,Yes,Exterior,Floor 2,1400000,41.3913,2.1397
251,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,88,Yes,Exterior,Floor 4,365000,41.3833,2.15
252,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,139,Yes,Exterior,Floor 2,595000,41.386,2.157
253,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Penthouse,2,59,Yes,Exterior,Floor 9,255000,41.36,2.1399
254,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,1,46,Yes,Interior,Ground Floor,165000,41.3788,2.1629
255,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,2,71,Yes,Exterior,Floor 4,369000,41.3835,2.1487
256,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,136,Yes,Exterior,Floor 2,745000,41.3948,2.1693
257,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Penthouse,3,99,Yes,Exterior,Floor 6,650000,41.4032,2.1569
258,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,99,Yes,Exterior,Floor 6,650000,41.3948,2.1693
259,Barcelona,Eixample,La Sagrada Família,Good Condition,Duplex,4,800,Yes,Exterior,Ground Floor,1700000,41.4037,2.1735
260,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,133,Yes,Exterior,Floor 2,750000,41.386,2.157
261,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,385,No,Exterior,Ground Floor,1450000,41.4037,2.1735
262,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,75,Yes,Interior,Mezzanine,230000,41.412,2.1825
263,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,105,Yes,Exterior,Floor 5,565000,41.3948,2.1693
264,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,1,62,Yes,Exterior,Floor 1,390000,41.3986,2.1903
265,Barcelona,Sant Martí,El Clot,Good Condition,Flat,3,84,No,Exterior,Floor 1,290000,41.40995,2.19082
266,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,101,Yes,Exterior,Floor 2,525000,41.384,2.134
267,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,92,Yes,Exterior,Floor 6,375000,41.384,2.134
268,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,88,Yes,Exterior,Floor 4,365000,41.384,2.134
269,Barcelona,Sant Martí,El Clot,Good Condition,Flat,2,45,Yes,Exterior,Floor 2,209000,41.40995,2.19082
270,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,1,59,Yes,Exterior,Floor 1,199900,41.4037,2.1735
271,Barcelona,Horta-Guinardó,Can Baró,Good Condition,Semi-Detached,4,250,No,Exterior,Multiple,795000,41.41609,2.1624
272,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,85,Yes,Exterior,Floor 2,389000,41.3788,2.1629
273,Barcelona,Sant Andreu,Navas,Good Condition,Flat,4,87,Yes,Exterior,Floor 3,307000,41.418,2.185
274,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,3,76,Yes,Exterior,Floor 4,269000,41.4195,2.1686
275,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,179,Yes,Exterior,Floor 2,765000,41.3948,2.1693
276,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,149,Yes,Exterior,Floor 3,710000,41.386,2.157
277,Barcelona,Les Corts,Les Corts,Good Condition,Flat,1,51,Yes,Exterior,Floor 1,280000,41.384,2.134
278,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,152,Yes,Exterior,Floor 3,695000,41.3913,2.1397
279,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,84,Yes,Exterior,Floor 1,359000,41.3788,2.1629
280,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,3,92,Yes,Exterior,Ground Floor,598000,41.3986,2.1253
281,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,75,Yes,Exterior,Floor 4,365000,41.3835,2.1487
282,Barcelona,Les Corts,Les Corts,Good Condition,Flat,1,49,Yes,Exterior,Floor 2,315000,41.384,2.134
283,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,2,100,Yes,Exterior,Floor 5,535000,41.3788,2.1629
284,Barcelona,Gràcia,Vallcarca I Els Penitents,Good Condition,Flat,5,260,Yes,Exterior,Floor 2,1050000,41.407,2.141
285,Barcelona,Horta-Guinardó,Can Baró,Good Condition,Flat,3,70,Yes,Interior,Floor 1,239000,41.41609,2.1624
286,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,4,400,Yes,Exterior,Floor 1,1790000,41.3903,2.1078
287,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,111,Yes,Exterior,Floor 1,1150000,41.3845,2.1815
288,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,149,Yes,Exterior,Floor 6,1900000,41.386,2.157
289,Barcelona,Sant Martí,El Clot,Good Condition,Flat,4,90,Yes,Interior,Floor 7,345000,41.40995,2.19082
290,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,76,Yes,Exterior,Floor 5,460000,41.386,2.157
291,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,140,Yes,Exterior,Floor 1,2500000,41.3948,2.1693
292,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,197,Yes,Exterior,Floor 4,1570000,41.3913,2.1397
293,Barcelona,Sants-Montjuïc,Hostafrancs,Good Condition,Penthouse,2,100,No,Exterior,Floor 2,385000,41.3753,2.1436
294,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,128,Yes,Exterior,Floor 4,759000,41.3913,2.1397
295,Barcelona,Sant Andreu,Navas,Good Condition,Flat,3,65,Yes,Exterior,Floor 6,225000,41.418,2.185
296,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,95,Yes,Exterior,Floor 5,370000,41.3809,2.169
297,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,81,Yes,Exterior,Floor 2,230000,41.36,2.1399
298,Barcelona,Eixample,La Sagrada Família,Good Condition,Penthouse,3,89,Yes,Exterior,Floor 3,475000,41.4037,2.1735
299,Barcelona,Ciutat Vella,La Barceloneta,Good Condition,Flat,1,33,No,Exterior,Ground Floor,132000,41.3809,2.1894
300,Barcelona,Horta-Guinardó,Horta,Good Condition,Flat,3,118,Yes,Exterior,Floor 2,395000,41.4297,2.1603
301,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Penthouse,4,131,Yes,Exterior,Floor 4,660000,41.4072,2.145
302,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,2,65,Yes,Exterior,Floor 5,450000,41.3903,2.1078
303,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,5,332,Yes,Exterior,Floor 5,1395000,41.3913,2.1397
304,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,86,Yes,Interior,Floor 4,440000,41.3948,2.1693
305,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,100,Yes,Exterior,Floor 4,640000,41.3948,2.1693
306,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,123,Yes,Exterior,Floor 5,850000,41.386,2.157
307,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,40,No,Exterior,Floor 2,179000,41.3845,2.1815
308,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,135,Yes,Exterior,Floor 2,890000,41.386,2.157
309,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Duplex,3,158,Yes,Exterior,Floor 10,1495000,41.3948,2.1693
310,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,180,Yes,Exterior,Floor 8,795000,41.3835,2.1487
311,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Good Condition,Penthouse,1,66,Yes,Exterior,Floor 2,220000,41.4254,2.1302
312,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,208,Yes,Exterior,Floor 1,1095000,41.3913,2.1397
313,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,227,Yes,Exterior,Floor 9,1995000,41.3948,2.1693
314,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,1,85,Yes,Exterior,Ground Floor,240000,41.4037,2.1735
315,Barcelona,Les Corts,Pedralbes,Good Condition,House,4,190,No,Exterior,Multiple,860000,41.3903,2.1078
316,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,2,60,No,Exterior,Floor 1,160000,41.4063,2.165
317,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,60,Yes,Exterior,Floor 3,220000,41.3833,2.15
318,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,96,No,Exterior,Floor 1,375000,41.3809,2.169
319,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,92,Yes,Exterior,Floor 6,375000,41.3833,2.15
320,Barcelona,Eixample,La Sagrada Família,Good Condition,Penthouse,4,180,Yes,Exterior,Floor 9,695000,41.4037,2.1735
321,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,4,78,Yes,Interior,Ground Floor,255000,41.3782,2.1211
322,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,64,Yes,Exterior,Floor 2,200000,41.3845,2.1815
323,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,143,Yes,Exterior,Floor 3,1010000,41.384,2.134
324,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,207,Yes,Interior,Ground Floor,755000,41.4072,2.145
325,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Duplex,5,175,Yes,Exterior,Floor 3,990000,41.38339,2.17691
326,Barcelona,Sants-Montjuïc,Sants,Good Condition,Detached,4,480,No,Exterior,Multiple,1450000,41.3833,2.15
327,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,72,Yes,Exterior,Floor 2,495000,41.384,2.134
328,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,265,Yes,Exterior,Floor 1,2300000,41.3948,2.1693
329,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,132,Yes,Exterior,Floor 6,780000,41.3913,2.1397
330,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,105,Yes,Exterior,Floor 1,699000,41.386,2.157
331,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,60,Yes,Exterior,Ground Floor,358000,41.384,2.134
332,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,3,72,Yes,Exterior,Floor 1,279000,41.3718,2.1227
333,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,Detached,5,340,No,Exterior,Multiple,2650000,41.394,2.13
334,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,1,102,No,Exterior,Floor 2,386000,41.38339,2.17691
335,Barcelona,Nou Barris,Porta,Good Condition,Flat,3,72,No,Exterior,Floor 2,179500,41.4341,2.1716
336,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,115,Yes,Exterior,Floor 4,560000,41.3835,2.1487
337,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,67,Yes,Exterior,Floor 3,205000,41.412,2.1825
338,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,3,73,Yes,Exterior,Floor 1,218000,41.4078,2.204
339,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Detached,4,170,No,Exterior,Multiple,453000,41.412,2.1825
340,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,177,Yes,Exterior,Floor 4,997000,41.3913,2.1397
341,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,200,Yes,Exterior,Floor 5,2100000,41.3948,2.1693
342,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,85,Yes,Interior,Mezzanine,320000,41.384,2.134
343,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,150,Yes,Exterior,Ground Floor,495000,41.3809,2.169
344,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,55,Yes,Exterior,Floor 5,259000,41.384,2.134
345,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,60,Yes,Exterior,Floor 2,160000,41.3809,2.169
346,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,155,Yes,Exterior,Floor 6,1100000,41.3913,2.1397
347,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,135,Yes,Exterior,Floor 1,639000,41.386,2.157
348,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,4,112,Yes,Exterior,Floor 3,560000,41.3788,2.1629
349,Barcelona,Horta-Guinardó,El Carmel,Good Condition,Flat,3,69,Yes,Exterior,Floor 2,204000,41.4256,2.15496
350,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,2,140,Yes,Exterior,Floor 5,1500000,41.3913,2.1397
351,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Penthouse,1,108,Yes,Exterior,Floor 3,550000,41.3835,2.1487
352,Barcelona,Eixample,Sant Antoni,Good Condition,Penthouse,1,33,Yes,Exterior,Floor 5,230000,41.3788,2.1629
353,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,77,No,Exterior,Floor 2,245000,41.3833,2.15
354,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,Detached,4,335,No,Exterior,Multiple,1490000,41.394,2.13
355,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,4,304,No,Exterior,Multiple,675000,41.4197,2.0891
356,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,4,185,Yes,Exterior,Floor 8,1190000,41.3913,2.1397
357,Barcelona,Gràcia,La Salut,Good Condition,Terraced,3,111,No,Exterior,Multiple,430000,41.414,2.158
358,Barcelona,Gràcia,Vallcarca I Els Penitents,Good Condition,Detached,5,222,No,Exterior,Multiple,975000,41.407,2.141
359,Barcelona,Horta-Guinardó,Horta,Good Condition,Flat,3,63,Yes,Exterior,Floor 1,199900,41.4297,2.1603
360,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,Flat,3,118,Yes,Exterior,Floor 2,795000,41.394,2.13
361,Barcelona,Sants-Montjuïc,La Bordeta,Good Condition,Flat,3,89,Yes,Exterior,Floor 2,235000,41.3739,2.1438
362,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,2,84,Yes,Exterior,Floor 2,535000,41.4063,2.165
363,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,90,Yes,Exterior,Floor 6,329000,41.3835,2.1487
364,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,117,Yes,Interior,Floor 3,595000,41.3948,2.1693
365,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,2,58,Yes,Exterior,Floor 2,319000,41.3788,2.1629
366,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,140,Yes,Exterior,Floor 2,685000,41.3913,2.1397
367,Barcelona,Horta-Guinardó,Sant Genís Dels Agudells,Good Condition,Penthouse,3,66,Yes,Exterior,Floor 14,199900,41.4254,2.1302
368,Barcelona,Sant Andreu,El Congrés I Els Indians,Good Condition,Flat,3,62,Yes,Exterior,Floor 2,220000,41.4258,2.1806
369,Barcelona,Nou Barris,La Guineueta,Good Condition,Penthouse,4,91,Yes,Exterior,Floor 12,353900,41.4376,2.1706
370,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,3,74,Yes,Exterior,Floor 4,279900,41.3747,2.1603
371,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,94,Yes,Exterior,Floor 6,479000,41.384,2.134
372,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,2,130,No,Interior,Ground Floor,349000,41.3978,2.1353
373,Barcelona,Sants-Montjuïc,Hostafrancs,Good Condition,Flat,3,70,Yes,Interior,Floor 2,215000,41.3753,2.1436
374,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Penthouse,3,110,Yes,Exterior,Floor 10,360000,41.36,2.1399
375,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,66,Yes,Exterior,Floor 6,270000,41.4037,2.1735
376,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Penthouse,3,230,Yes,Exterior,Floor 8,1300000,41.386,2.157
377,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,2,63,Yes,Exterior,Floor 6,450000,41.3903,2.1078
378,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,125,Yes,Exterior,Floor 3,460000,41.4037,2.1735
379,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,99,Yes,Exterior,Floor 6,360000,41.3835,2.1487
380,Barcelona,Les Corts,Pedralbes,Good Condition,Duplex,6,496,Yes,Exterior,Floor 5,3300000,41.3903,2.1078
